created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Mon Nov 13 17:23:34 +0000 2023,1724115802478063940,nah bro this is FOUL 😭😭😭,0,4,2,280,en,1481284619576168456,1724115802478063940,MuItimach,https://twitter.com/MuItimach/status/1724115802478063940,
Mon Nov 13 17:14:12 +0000 2023,1724113445262422138,You study and pass all this nebakuma visa Kyoka Kenzo owa P.6 nayita mu VIP section 🥲 this life no equilibrium https://t.co/x5orsBsEhg,3,40,62,514,en,1314582877,1724113445262422138,kingFahad_17,https://twitter.com/kingFahad_17/status/1724113445262422138,
Mon Nov 13 17:12:58 +0000 2023,1724113133130633272,@DestinyBulletn should be a nomination for worst community support,0,10,9,1061,en,1481284619576168456,1724111250899243067,MuItimach,https://twitter.com/MuItimach/status/1724113133130633272,DestinyBulletn
Mon Nov 13 17:00:00 +0000 2023,1724109870620635636,@fairlyoddfairy people really lack emotions. ur girl is depressed so you break up with her because she’s depressing you? el oh el,1,1,1,435,en,1346935982503956480,1724093654975811957,dumbslooot,https://twitter.com/dumbslooot/status/1724109870620635636,fairlyoddfairy
Mon Nov 13 16:48:17 +0000 2023,1724106922482086046,@fairlyoddfairy “you should’ve bettered yourself before even trying with me” is crazy,9,16,103,8683,en,1346935982503956480,1724093654975811957,dumbslooot,https://twitter.com/dumbslooot/status/1724106922482086046,fairlyoddfairy
Mon Nov 13 16:01:11 +0000 2023,1724095070985486766,content schedule this week https://t.co/NO0d7Rb0mX,2,11,14,337,en,1284559507293691904,1724095070985486766,MUTality7,https://twitter.com/MUTality7/status/1724095070985486766,
Mon Nov 13 15:54:40 +0000 2023,1724093428659523824,Cool to see Theo Von repping the @owen43_92 Marshall jersey    Hope you enjoyed Huntington and Marshall @TheoVon https://t.co/PlXR7ONlSr,0,2,23,233,en,2511218569,1724093428659523824,BarstoolMU,https://twitter.com/BarstoolMU/status/1724093428659523824,"owen43_92, TheoVon"
Mon Nov 13 15:50:20 +0000 2023,1724092338190827639,Can You Feel My Heart by Bring Me               The Horizon ♩ https://t.co/LmpJXhKXEB,64,8,731,2592,en,1703868558835400705,1724092338190827639,xXMu3icl0v3rXx,https://twitter.com/xXMu3icl0v3rXx/status/1724092338190827639,
Mon Nov 13 15:41:43 +0000 2023,1724090169395986621,This man really tackled both players on Saturday   @owen43_92 is just built different 😮‍💨  (🎥 via: @ herdzone)   https://t.co/T3GpuL6cCn,6,6,40,267,en,2511218569,1724090169395986621,BarstoolMU,https://twitter.com/BarstoolMU/status/1724090169395986621,owen43_92
Mon Nov 13 14:13:00 +0000 2023,1724067843564601684,The SBC Title came back home where it belongs 🏆✅   https://t.co/5WODZrQVhQ,0,1,23,158,en,2511218569,1724067843564601684,BarstoolMU,https://twitter.com/BarstoolMU/status/1724067843564601684,
Mon Nov 13 13:12:53 +0000 2023,1724052714273812734,"@jiggyjayy2 Gotta get the skyn brand, latex free. They’re more expensive but I dated a guy with a latex allergy and they were amazing and no smell",1,6,15,362,en,127092352,1724051972095967490,Have_MURcy,https://twitter.com/Have_MURcy/status/1724052714273812734,jiggyjayy2
Mon Nov 13 12:54:32 +0000 2023,1724048097615949945,Only real OGs know this drink https://t.co/ngwguQ3uOB,731,251,975,3273,en,3119818584,1724048097615949945,Sir_muba,https://twitter.com/Sir_muba/status/1724048097615949945,
Mon Nov 13 12:39:03 +0000 2023,1724044202911359434,"Jtinys making atz debut at #1 bb🇯🇵,Ctinys charting in QQ music,Uk tinys charting atz in top10 uk albums,US atinys charting atz muliple bb charts,atinys of 50+ countries charting ateez in itunes/apple mu,but yall ktiny--count me things you have done to be complaining this much😭?",36,10,448,1718,en,1472757768016646152,1724044202911359434,no1likeatz,https://twitter.com/no1likeatz/status/1724044202911359434,
Mon Nov 13 11:57:35 +0000 2023,1724033767709311185,"Naye lino Eggwanga 🤣🙌🤌 Ssebo Mukulu @BalaamAteenyiDr , can you also kindly call Gen Katumba Wamala or Kagina to find out whether Muyenje has roads? Also, calls, Mrs Museveni to find out the State of Schools in Ntoroko 🤣 Lastly, mpaayo Ka lunch 😏🤌 https://t.co/CBkhA6y62E",10,29,31,168,en,829577236734951424,1724033767709311185,kadobamosesUG,https://twitter.com/kadobamosesUG/status/1724033767709311185,BalaamAteenyiDr
Mon Nov 13 10:02:50 +0000 2023,1724004887875432804,[Weekly Schedule]   Fan Name : Tim mu lawak Fan Mark : ⚗️🎼 Tags General : #Xia_Ekavira Live : #Xia_Live Meme : #Xhiatposting Fanart : #Xiart_Wangy https://t.co/0V5Qwv6ILJ,0,1,42,225,en,1414845844692504611,1724004887875432804,Xia_Ekavira,https://twitter.com/Xia_Ekavira/status/1724004887875432804,
Mon Nov 13 09:54:47 +0000 2023,1724002864463331772,Gen Otafiire is onto something and I love to see it 💯😂🔥 “If you know.....you know” 🫣🤗 https://t.co/iMZgm3Pcdr,7,43,79,350,en,829577236734951424,1724002864463331772,kadobamosesUG,https://twitter.com/kadobamosesUG/status/1724002864463331772,
Mon Nov 13 07:06:47 +0000 2023,1723960584482521154,"Mu$lim Military Coup - British based Jihadi appears to call for a coup by Mu$lim soldiers rise up against your leaders"" ""you have the support of the entire Mu$lim population"" 😲 https://t.co/xNzLEGGAAr""",121,230,738,806,en,186037135,1723960584482521154,RonEng1ish,https://twitter.com/RonEng1ish/status/1723960584482521154,
Mon Nov 13 05:38:41 +0000 2023,1723938414314070144,Isn't everything about it all beautiful? 💯❤️ https://t.co/U54Taoi32j,11,30,40,241,en,829577236734951424,1723938414314070144,kadobamosesUG,https://twitter.com/kadobamosesUG/status/1723938414314070144,
Mon Nov 13 05:12:28 +0000 2023,1723931814127870290,Steve players play one even or slightly losing mu and lose their minds bruh it’s so funny,1,2,20,187,en,1486206745471078403,1723931814127870290,Sonicadvanced2,https://twitter.com/Sonicadvanced2/status/1723931814127870290,
Mon Nov 13 04:59:17 +0000 2023,1723928495682671074,Going to bed if sonix wins can you all spam “the mu is unwinnable” Ty,0,24,7,473,en,1286054959599976450,1723928495682671074,ddee_ssbu,https://twitter.com/ddee_ssbu/status/1723928495682671074,
Mon Nov 13 04:00:31 +0000 2023,1723913707141443660,“Steve has no losing MU” believers in shambles,20,30,18,462,en,1112157857418379265,1723913707141443660,RockManSSB,https://twitter.com/RockManSSB/status/1723913707141443660,
Mon Nov 13 01:37:47 +0000 2023,1723877788728386040,Showed up to Faurot in style yesterday- had to show the Vols who’s boss😎🪂 #MIZ https://t.co/pm4xcEuVIX,33,10,207,1572,en,1283879790701719554,1723877788728386040,TrumanTiger_MU,https://twitter.com/TrumanTiger_MU/status/1723877788728386040,
Mon Nov 13 01:06:33 +0000 2023,1723869929860972725,“The left have no values or principles to begin with.”  Ya hear that lefties?    Mu$lims think you’re stup!d (HIS WORDS) and have hijacked your party because they can manipulate your side with emotion.   You’ve been duped.   @DineshDSouza https://t.co/krhFr6CXBS,59,115,1771,2752,en,1343367645748473856,1723869929860972725,1776Diva,https://twitter.com/1776Diva/status/1723869929860972725,DineshDSouza
